"var","category_en","category_short_en","question_short_en","question_en","category_es","category_short_es","question_short_es","question_es","aut_idx","ca_idx","crit_idx","fear_idx","transp_idx","trust_idx","weahlt_idx","common","label.lapop.2004.GTM","levels.lapop.2004.GTM","label.lapop.2004.HND","levels.lapop.2004.HND","label.lapop.2004.SLV","levels.lapop.2004.SLV","label.lapop.2006.GTM","levels.lapop.2006.GTM","label.lapop.2006.HND","levels.lapop.2006.HND","label.lapop.2006.SLV","levels.lapop.2006.SLV","label.lapop.2008.GTM","levels.lapop.2008.GTM","label.lapop.2008.HND","levels.lapop.2008.HND","label.lapop.2008.SLV","levels.lapop.2008.SLV","label.lapop.2010.GTM","levels.lapop.2010.GTM","label.lapop.2010.HND","levels.lapop.2010.HND","label.lapop.2010.SLV","levels.lapop.2010.SLV","label.lapop.2012.GTM","levels.lapop.2012.GTM","label.lapop.2012.HND","levels.lapop.2012.HND","label.lapop.2012.SLV","levels.lapop.2012.SLV","label.lapop.2014.GTM","levels.lapop.2014.GTM","label.lapop.2014.HND","levels.lapop.2014.HND","label.lapop.2014.SLV","levels.lapop.2014.SLV","label.lapop.2016.GTM","levels.lapop.2016.GTM","label.lapop.2016.HND","levels.lapop.2016.HND","label.lapop.2016.SLV","levels.lapop.2016.SLV","label.lapop.2018.HND","levels.lapop.2018.HND","label.lapop.2018.SLV","levels.lapop.2018.SLV","label.lapop.2019.GTM","levels.lapop.2019.GTM"
"ocup1",NA,NA,NA,NA,NA,NA,NA,"Cuál es su ocupación principal?",NA,NA,NA,NA,NA,NA,NA,NA,"Cuál es su ocupación principal?",12,"Cuál es su ocupación principal?",13,"Cuál es su ocupación principal?",12,"¿Cuál es su ocupación principal?",14,"¿Cuál es su ocupación principal [última ocupación si desempleado]? [No leer alte",14,"¿Cuál es su ocupación principal [última ocupación si desempleado]? [No leer alte",14,"¿Cuál es su ocupación principal?",15,"¿Cuál es la ocupación o tipo de trabajo que realiza? ",15,"¿Cuál es la ocupación o tipo de trabajo que realiza? ",15,"¿Cuál es la ocupación o tipo de trabajo que realiza? ",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"desoc1",NA,NA,NA,NA,NA,NA,NA,"Ha estado desocupado (desempleado) durante el último año?",NA,NA,NA,NA,NA,NA,NA,NA,"Ha estado desocupado (desempleado) durante el último año?",3,"¿Ha estado desocupado (desempleado) durante el último año?",3,"¿Ha estado desocupado (desempleado) durante el último año?",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ti",NA,NA,NA,NA,NA,NA,NA,"Duracion de la entrevista",NA,NA,NA,NA,NA,NA,NA,NA,"Duracion de la entrevista",65,"Duración de la entrevista (en minutos)",45,NA,NA,"Duración de la entrevista",75," DURACION ",1149,NA,NA,"Duración de la entrevista",59," Duración",1140," DURACION ",1099,"NULL",1494,"NULL",1593,"NULL",1548,"NULL",50,"NULL",33,"NULL",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ctrycollect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL",1
"hidnum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Número de entrevista",1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hdepa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Departamento",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmuni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Municipio",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmuni2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Municipio",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hcaser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caserío",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hsec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sector",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hsegme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Segmento",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hestrato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrato",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"htamano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tamaño del lugar",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UR",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hidioma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idioma del cuestionario",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ha4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Para empezar, en su opinión, ¿cuál es el problema más grave que está enfrentando",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"idio1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Cómo calificaría en general su situación económica? ¿Diría que es muy buena, bu",5,"¿Cómo calificaría en general su situación económica? ¿Diría que es muy buena, bu",5,"¿Cómo calificaría en general su situación económica?",5,"¿Cómo calificaría en general su situación económica?  ¿Diría usted que es muy bu",5,"¿Cómo calificaría en general su situación económica?  ¿Diría usted que es muy bu",5,"¿Cómo calificaría en general su situación económica?",5,"¿Cómo calificaría en general SU situación económica?  ¿Diría usted que es muy bu",5,"¿Cómo calificaría en general SU situación económica?  ¿Diría usted que es muy bu",5,"¿Cómo calificaría EN GENERAL SU situación económica? ¿Diría usted que es muy bue",5,"¿Cómo calificaría en general su situación económica? ¿Diría usted que es muy bue",5,"¿Cómo calificaría EN GENERAL SU situación económica? ¿Diría usted que es muy bue",5,"¿Cómo calificaría EN GENERAL SU situación económica? ¿Diría usted que es muy bue",5,"¿Cómo calificaría EN GENERAL SU situación económica? ¿Diría usted que es muy bue",5,"¿Cómo calificaría en general su situación económica?  ¿Diría usted que es muy bu",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"idio4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comparado con sus padres, ¿cómo calificaría en general su situación económica?",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Para poder resolver sus problemas alguna vez ha pedido Ud. ayuda o cooperación ",2,"¿Para poder resolver sus problemas alguna vez ha pedido Ud. ayuda o cooperación ",2,"¿Ha pedido usted ayuda al ministerio/secretario, institución, pública, u oficina",2,"A algún ministerio/secretario, institución pública, u oficina del  estado",2,"A algún ministerio/secretaría, institución pública, u oficina del  estado",2,"¿Ha pedido usted ayuda al ministerio/secretario, institución pública, u oficina ",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿A algún ministerio/secretaría, institución pública, u oficina del estado?",2,"¿Ha pedido usted ayuda o cooperación a algún ministerio/secretario, institución ",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Ha pedido usted ayuda o cooperación a algún ministerio/secretaría, institución ",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿Para poder resolver sus problemas alguna vez ha pedido usted ayuda o cooperació",2,"¿A algún ministerio/secretaría, institución pública, u oficina del Estado?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"np1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿De los cabildos abiertos que asistió en el último año, cumplieron sus objetivos",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"np1d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En los cabildos abiertos, ¿hubo oportunidades suficientes para opinar?",2,"¿Ha asistido a alguna reunión de su patronato en los últimos doce meses?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"np1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Ha asistido a una sesión de la corporación municipal durante los últimos 12 mes",2,"¿Ha asistido a una sesión municipal durante los últimos 12 meses?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"np1f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Ha asistido a alguna reunión de su patronato durante los últimos 12 meses?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"np2a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Ha solicitado ayuda o ha presentado una petición al patronato durante los últim",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"np2b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿En su opinión el patronato ayuda a solucionar los problemas de la comunidad?",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sgl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Diría usted que los servicios que la municipalidad está dando a la gente son...",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son...",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son?",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son ..",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son ..",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son...",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son...",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son...",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son...",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son...",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son: [",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son: [",5,"¿Diría usted que los servicios que la municipalidad está dando a la gente son",5,"Calidad de servicios municipales",5,"Calidad de servicios municipales",5,"Calidad de servicios municipales",5,"Quality of Municipal Services",5,"Quality of Municipal Services",5,"Quality of Municipal Services",5,"Calidad de servicios municipales",5,"Calidad de servicios municipales",5,"Calidad de servicios municipales",5
"sgl1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y hablando del servicio municipal de agua potable, ¿diría que el servicio es...",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sgl1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y el servicio de saneamiento ambiental que el municipio está dando?",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sgl1c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y el servicio de recolección de basura que el municipio está dando a la gente es",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lgl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿Entre el gobierno nacional, los diputados, o la municipalidad qu",5,"En su opinión, ¿Entre el gobierno nacional, los diputados, o la municipalidad qu",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿entre el gobierno nacional, los diputados o la municipalidad, qu",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lgl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión ¿se le debe dar más obligaciones y más dinero a la municipalidad, ",4,"En su opinión ¿se le debe dar más obligaciones y más dinero a la municipalidad, ",4,"En su opinión ¿se le debe dar más obligaciones y más dinero a la municipalidad, ",4,"En su opinión, ¿se le debe dar más obligaciones y más dinero a la municipalidad,",4,"En su opinión, ¿se le debe dar más obligaciones y más dinero a la municipalidad,",4,"En su opinión ¿se le debe dar más obligaciones y más dinero a la municipalidad, ",4,NA,NA,"En su opinión, ¿se le debe dar más obligaciones y más dinero a la municipalidad,",4,"En su opinión, ¿se le debe dar más responsabilidades y mayores recursos a la mun",4,NA,NA,"En su opinión, ¿se le debe dar más obligaciones y más dinero a la alcaldía, o se",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lgl3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Estaría usted dispuesto a pagar más impuestos a la municipalidad para que pueda",2,"¿Estaría usted dispuesto a pagar más impuestos a la municipalidad para que pueda",2,"¿Estaría usted dispuesto a pagar más impuestos a la municipalidad para que pueda",2,"¿Estaría usted dispuesto a pagar más impuestos a  la municipalidad  para que pue",2,"¿Estaría usted dispuesto a pagar más impuestos a  la municipalidad  para que pue",2,"¿Estaría usted dispuesto a pagar más impuestos al municipio para que pueda prest",2,"¿Estaría usted dispuesto a pagar más impuestos a la municipalidad para que pueda",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estaría usted dispuesta a pagar más impuestos al municipio para que pueda presta",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lgl4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Cree usted que el alcalde y la corporación municipal responden a lo que el pueb",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿cuál es el problema más grave que tiene este municipio en la act",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eff3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Cree que Ud. pueda ayudar a solucionar este problema?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eff5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Ha hecho algún esfuerzo alguna vez solo o en grupo para resolver este problema?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eff6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Qué tan probable cree Ud. que el esfuerzo del pueblo pueda servir para resolver",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Sabe en qué mes se presenta el presupuesto municipal al Ministerio de Finanzas.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni5a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿En qué cosa gasta la municipalidad la mayor parte de su presupuesto?",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni5b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿En su opinión, en qué debería gastar más el gobierno municipal?",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Qué grado de confianza tiene usted en el manejo de los fondos por parte de la m",4,"¿Qué grado de confianza tiene usted en el manejo de los fondos por parte de la m",4,"¿Qué grado de confianza tiene Usted en el buen manejo de los fondos por parte dl",4,"¿Qué grado de confianza tiene Usted en el buen manejo de los fondos por parte de",4,NA,NA,NA,NA,"¿Qué grado de confianza tiene Usted en el buen manejo de los fondos por parte de",4,"¿Qué grado de confianza tiene Usted en el buen manejo de los fondos por parte de",4,NA,NA,"¿Qué grado de confianza tiene usted en el buen manejo de los fondos por parte de",4,"¿Qué grado de confianza tiene usted en el buen manejo de los fondos por parte de",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni6a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Teniendo en cuenta su experiencia, ¿la corrupción de los funcionarios municipal",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni6c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Sabe Ud. cuál es la función del comisionado municipal?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su opinión, ¿los proyectos que ejecuta la municipalidad benefician o no benef",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni11a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Quién cree que influye más en las decisiones que se toman en el municipio?",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Qué tanto acepta el alcalde la participación de la gente en el trabajo de la mu",4,NA,NA,".¿Qué tan interesado cree Ud. que está el alcalde en la participación de la gent",4,NA,NA,NA,NA,NA,NA,NA,NA,"¿Qué tan interesado cree usted que está el alcalde en la participación de la gen",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muni16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Qué tipo de alcalde cree Ud. que es mejor:",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aoj16a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En su barrio, ¿ha visto a alguien vendiendo drogas en el último año?",2,NA,NA,"En su barrio, ¿ha visto a alguien vendiendo drogas en el ultimo año?",2,"En su barrio, ¿ha visto a alguien vendiendo drogas en el último año?",2,"En su barrio, ¿ha visto a alguien vendiendo drogas en el último año?",2,"En su barrio, ¿ha visto a alguien vendiendo drogas en los últimos 12 meses?",2,"En su barrio, ¿ha visto a alguien vendiendo drogas en los últimos 12 meses?",2,"En su barrio, ¿ha visto a alguien vendiendo drogas en los últimos 12 meses?",2,NA,NA,"En su barrio (o aldea), ¿ha visto a alguien vendiendo drogas en los últimos doce",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
